Bacterial Bait  (Locus ID),Human Protein Uniprot,Human Gene name,MIST,Abundance,Reproducibility,Specificity,IP Number,WD,WDv2,Entry.name,Protein.names,,Length (aa)
Tb8.4,O43707,ACTN4,0.01122087,0.002172608,9.10E-11,0.022441741,TBIP129,4.028639065,4.028639065,ACTN4_HUMAN,Alpha-actinin-4 (F-actin cross-linking protein) (Non-muscle alpha-actinin 4),,911
Tb8.4,P27635,RPL10 DXS648E QM,0.008871672,0.006189823,9.10E-11,0.017743343,TBIP129,1.933464321,1.933464321,RL10_HUMAN,60S ribosomal protein L10 (Laminin receptor homolog) (Protein QM) (Tumor suppressor QM),,214
Tb8.4,P21333,FLNA FLN FLN1,0.00810378,0.000270441,9.10E-11,0.01620756,TBIP129,2.403481276,2.403481276,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),,2647
Tb8.4,P62829,RPL23,0.006734385,0.005112336,9.10E-11,0.013468769,TBIP129,1.406039666,1.406039666,RL23_HUMAN,60S ribosomal protein L23 (60S ribosomal protein L17),,140
Tb8.4,P28799,GRN,0.003454418,0.000734744,9.10E-11,0.006908836,TBIP88,1.458492758,1.458492758,GRN_HUMAN,Granulins (Proepithelin) (PEPI) [Cleaved into: Acrogranin; Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Granulin B); Granulin-4 (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)],,593
Tb8.4,Q13509,TUBB3 TUBB4,0.003271092,0.012033434,9.10E-11,0.006542185,TBIP88,4.415880433,4.415880433,TBB3_HUMAN,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),,450
Tb8.4,P12814,ACTN1,0.002170897,0.002949424,9.10E-11,0.004341793,TBIP129,2.255248755,2.255248755,ACTN1_HUMAN,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),,892
Tb8.4,Q6PEY2,TUBA3E,0.002001315,0.006551059,9.10E-11,0.00400263,TBIP88,2.961781879,2.961781879,TBA3E_HUMAN,Tubulin alpha-3E chain (Alpha-tubulin 3E),,450
Tb8.4,Q13748,TUBA3C TUBA2; TUBA3D,0.001777585,0.008404238,9.10E-11,0.003555169,TBIP88,3.358344981,3.358344981,TBA3C_HUMAN,Tubulin alpha-3C/D chain (Alpha-tubulin 2) (Alpha-tubulin 3C/D) (Tubulin alpha-2 chain),,450
Tb8.4,Q9BQE3,TUBA1C TUBA6,0.001677745,0.010294522,9.10E-11,0.00335549,TBIP88,3.689512163,3.689512163,TBA1C_HUMAN,Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain),,449
Tb8.4,Q9NY65,TUBA8 TUBAL2,0.001636888,0.00465876,9.10E-11,0.003273777,TBIP88,2.552088928,2.552088928,TBA8_HUMAN,Tubulin alpha-8 chain (Alpha-tubulin 8) (Tubulin alpha chain-like 2),,449
Tb8.4,Q71U36,TUBA1A TUBA3,0.001522764,0.010249271,9.10E-11,0.003045528,TBIP88,3.666666667,3.666666667,TBA1A_HUMAN,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain),,451
Tb8.4,P10809,HSPD1 HSP60,0.001416646,0.000763869,9.10E-11,0.002833292,TBIP88,2.466490941,2.466490941,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",,573
Tb8.4,P68104,EEF1A1 EEF1A EF1A LENG7,0.001157322,0.001516847,9.10E-11,0.002314644,TBIP129,1.060660172,1.060660172,EF1A1_HUMAN,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),,462
Tb8.4,P11021,HSPA5 GRP78,0.000877138,0.001935832,9.10E-11,0.001754275,TBIP88,2.180100195,2.180100195,GRP78_HUMAN,78 kDa glucose-regulated protein (GRP-78) (Endoplasmic reticulum lumenal Ca(2+)-binding protein grp78) (Heat shock 70 kDa protein 5) (Immunoglobulin heavy chain-binding protein) (BiP),,654
Trxa,Q16881,TXNRD1 GRIM12 KDRF,0.937435893,0.205208508,0.986815237,0.888056548,"TBIP197,TBIP251,TBIP274",4404.274064,326.6912755,TRXR1_HUMAN,"Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Thioredoxin reductase TR1)",,649
Trxa,P68363,TUBA1B,0.506261026,0.110100705,0.995027588,0.017494464,"TBIP197,TBIP251,TBIP274",2.516611478,2.516611478,TBA1B_HUMAN,Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain),,451
Trxa,Q04721,NOTCH2,0.5,0.001972884,9.10E-11,1,TBIP197,54.36094819,54.36094819,NOTC2_HUMAN,Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain],,2471
Trxa,P11498,PC,0.474712544,0.146004904,0.932024032,0.017401056,"TBIP197,TBIP251,TBIP274",4.509249753,4.509249753,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",,1178
Trxa,P11142,HSPA8 HSC70 HSP73 HSPA10,0.451987422,0.039324602,0.893672444,0.0103024,"TBIP197,TBIP251,TBIP274",1.632993162,1.632993162,HSP7C_HUMAN,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),,646
Trxa,P28799,GRN,0.355262117,0.012737712,0.590750811,0.119773422,"TBIP197,TBIP251",2.873768526,2.30372222,GRN_HUMAN,Granulins (Proepithelin) (PEPI) [Cleaved into: Acrogranin; Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Granulin B); Granulin-4 (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)],,593
Trxa,P07437,TUBB TUBB5 OK/SW-cl.56,0.318071762,0.130960118,0.62190203,0.014241494,"TBIP197,TBIP251",3.846742538,3.833746687,TBB5_HUMAN,Tubulin beta chain (Tubulin beta-5 chain),,444
Trxa,P68371,TUBB4B TUBB2C,0.30980034,0.143603397,0.597713749,0.021886932,"TBIP197,TBIP274",3.6081962,3.508263546,TBB4B_HUMAN,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),,445
Trxa,P68104,EEF1A1 EEF1A EF1A LENG7,0.309171343,0.009180798,0.604333176,0.01400951,"TBIP197,TBIP251",1.125,1.081687178,EF1A1_HUMAN,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),,462
Trxa,P63104,YWHAZ,0.269367313,0.010282002,9.10E-11,0.538734625,TBIP251,7.178658667,7.178658667,1433Z_HUMAN,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1),,245
Trxa,C9JLW8,FAM195B,0.054672846,0.059537318,9.10E-11,0.109345692,TBIP274,1.664113299,1.664113299,F195B_HUMAN,Protein FAM195B,,97
Trxa,P63261,ACTG1 ACTB ACTG,0.024700682,0.029296542,9.10E-11,0.049401364,TBIP197,6.121405841,6.121405841,ACTG_HUMAN,"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",,375
Trxa,P68366,TUBA4A TUBA1,0.010860833,0.024510794,9.10E-11,0.021721666,TBIP197,3.836644231,3.836644231,TBA4A_HUMAN,Tubulin alpha-4A chain (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),,448
Trxa,P27635,RPL10 DXS648E QM,0.010194828,0.007112998,9.10E-11,0.020389655,TBIP197,1.367165733,1.367165733,RL10_HUMAN,60S ribosomal protein L10 (Laminin receptor homolog) (Protein QM) (Tumor suppressor QM),,214
Trxa,Q8WWM7,ATXN2L A2D A2LG A2LP A2RP,0.006328379,0.011445038,9.10E-11,0.012656757,TBIP274,1.451338341,1.451338341,ATX2L_HUMAN,Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein),,1075
Trxa,P60709,ACTB,0.005219186,0.027346326,9.10E-11,0.010438372,TBIP251,2.052502365,2.052502365,ACTB_HUMAN,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",,375
Trxa,Q71U36,TUBA1A TUBA3,0.004661527,0.031375355,9.10E-11,0.009323054,TBIP197,3.31662479,3.31662479,TBA1A_HUMAN,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain),,451
Vif,A6NMY6,,,0.000111316,3.03E-11,0.028402861,TBIP333,13.50531432,13.50531432,AXA2L_HUMAN,Putative annexin A2-like protein (Annexin A2 pseudogene 2) (Lipocortin II pseudogene),ANXA2P2 ANX2L2 ANX2P2 LPC2B,339
Vif,C9JLW8,,,0.008781307,0.790908207,0.016127668,"TBIP126,TBIP138,TBIP152,TBIP164,TBIP219,TBIP272,TBIP286,TBIP300,TBIP324,TBIP333,TBIP347,TBIP352,TBIP371,TBIP74,TBIP85",556.900887,2.739021205,F195B_HUMAN,Protein FAM195B,FAM195B,97
Vif,O00161,,,0.000978537,0.45694316,0.018191397,"TBIP126,TBIP152,TBIP272,TBIP333,TBIP352",192.5657741,5.756777343,SNP23_HUMAN,Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23),SNAP23,211
Vif,O00566,,,6.89E-05,3.03E-11,1,TBIP259,31.38530807,31.38530807,MPP10_HUMAN,U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10),MPHOSPH10 MPP10,681
Vif,O14950,,,0.000112843,3.03E-11,0.008540139,TBIP352,9.28911495,9.28911495,ML12B_HUMAN,"Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)",MYL12B MRLC2 MYLC2B,172
Vif,O15370,,,9.50E-05,3.03E-11,1,TBIP347,31.38530807,31.38530807,SOX12_HUMAN,Transcription factor SOX-12 (Protein SOX-22),SOX12 SOX22,315
Vif,O43390,,,6.59E-05,3.03E-11,0.051271259,TBIP371,18.6140259,18.6140259,HNRPR_HUMAN,Heterogeneous nuclear ribonucleoprotein R (hnRNP R),HNRNPR HNRPR,633
Vif,O43707,,,0.00168659,0.474534341,0.017421458,"TBIP138,TBIP152,TBIP314,TBIP333,TBIP352",70.12553782,9.466541063,ACTN4_HUMAN,Alpha-actinin-4 (F-actin cross-linking protein) (Non-muscle alpha-actinin 4),ACTN4,911
Vif,O60711,,,0.000543085,0.486001453,0.006542399,"TBIP300,TBIP314,TBIP371,TBIP376,TBIP99",16.82935714,2.528496311,LPXN_HUMAN,Leupaxin,LPXN LDLP,386
Vif,O60814,,,0.00032274,3.03E-11,0.001533785,TBIP272,5.778094668,5.778094668,H2B1K_HUMAN,Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1),HIST1H2BK H2BFT HIRIP1,126
Vif,O60884,,,0.000640643,0.609433792,0.007632746,"TBIP178,TBIP192,TBIP314,TBIP324,TBIP333,TBIP352,TBIP85,TBIP99",47.02004527,2.409529443,DNJA2_HUMAN,DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14),DNAJA2 CPR3 HIRIP4,412
Vif,O75400,,,0.00023867,0.327639108,0.027158864,"TBIP112,TBIP300,TBIP333",44.01440267,7.151618775,PR40A_HUMAN,Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6),PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225,957
Vif,O95816,,,9.35E-05,3.03E-11,0.011001041,TBIP352,6.887422228,6.887422228,BAG2_HUMAN,BAG family molecular chaperone regulator 2 (BAG-2) (Bcl-2-associated athanogene 2),BAG2,211
Vif,P04350,,,0.041992775,0.9693227,0.008469755,"TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",13.06279776,4.933719877,TBB4A_HUMAN,Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain),TUBB4A TUBB4 TUBB5,444
Vif,P04792,,,0.002055543,0.511704677,0.00434721,"TBIP126,TBIP152,TBIP205,TBIP219,TBIP259,TBIP272,TBIP314",10.01475824,1.931048121,HSPB1_HUMAN,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),HSPB1 HSP27 HSP28,205
Vif,P05023,,,2.84E-05,3.03E-11,1,TBIP138,31.38530807,31.38530807,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-1),ATP1A1,1023
Vif,P05141,,,0.000142329,3.03E-11,0.004871831,TBIP371,3.521793503,3.521793503,ADT2_HUMAN,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5)",SLC25A5 ANT2,298
Vif,P05386,,,0.003596236,0.642719686,0.004967256,"TBIP112,TBIP219,TBIP233,TBIP272,TBIP314,TBIP333,TBIP74,TBIP85,TBIP99",11.68990953,1.490676526,RLA1_HUMAN,60S acidic ribosomal protein P1,RPLP1 RRP1,114
Vif,P05388,,,0.000301579,0.416824147,0.004704857,"TBIP314,TBIP324,TBIP333,TBIP347",45.81715591,4.222138657,RLA0_HUMAN,60S acidic ribosomal protein P0 (60S ribosomal protein L10E),RPLP0,317
Vif,P06748,,,0.000125374,3.03E-11,0.009448795,TBIP192,18.80116305,18.80116305,NPM_HUMAN,Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin),NPM1 NPM,294
Vif,P06899,,,0.002356243,3.03E-11,1,TBIP192,88.77105667,88.77105667,H2B1J_HUMAN,Histone H2B type 1-J (Histone H2B.1) (Histone H2B.r) (H2B/r),HIST1H2BJ H2BFR,126
Vif,P07437,,,0.066773648,0.992505529,0.007261421,"TBIP112,TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",6.28179461,5.532075466,TBB5_HUMAN,Tubulin beta chain (Tubulin beta-5 chain),TUBB TUBB5 OK/SW-cl.56,444
Vif,P07814,,,2.34E-05,3.03E-11,0.001517447,TBIP233,8.36095236,8.36095236,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)],EPRS GLNS PARS QARS QPRS PIG32,1512
Vif,P07858,,,0.004561366,0.898051783,0.011063782,"TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP233,TBIP272,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP99",180.5890998,2.325127658,CATB_HUMAN,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,339
Vif,P07900,,,0.000300517,0.319473204,0.010760082,"TBIP286,TBIP371,TBIP376",21.75812581,4.888176888,HS90A_HUMAN,Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Renal carcinoma antigen NY-REN-38),HSP90AA1 HSP90A HSPC1 HSPCA,732
Vif,P08107,,,0.018318829,0.98714629,0.006722866,"TBIP112,TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",8.2043292,3.75091466,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B (Heat shock 70 kDa protein 1/2) (HSP70-1/HSP70-2) (HSP70.1/HSP70.2),HSPA1A HSPA1; HSPA1B,641
Vif,P08238,,,0.000624621,0.543982257,0.017212155,"TBIP164,TBIP178,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352",739.5483114,7.283318607,HS90B_HUMAN,Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84),HSP90AB1 HSP90B HSPC2 HSPCB,724
Vif,P09382,,,0.000607487,3.03E-11,0.068935401,TBIP352,20.35877767,20.35877767,LEG1_HUMAN,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),LGALS1,135
Vif,P09496,,,0.000304045,0.203381356,0.074643613,"TBIP347,TBIP67",54.77638741,11.68456996,CLCA_HUMAN,Clathrin light chain A (Lca),CLTA,248
Vif,P09874,,,0.0001083,3.03E-11,0.005210253,TBIP192,24.66619863,24.66619863,PARP1_HUMAN,Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1),PARP1 ADPRT PPOL,1014
Vif,P0C0S8,,,0.000869785,3.03E-11,1,TBIP192,54.36094819,54.36094819,H2A1_HUMAN,Histone H2A type 1 (H2A.1) (Histone H2A/p),HIST1H2AG H2AFP; HIST1H2AI H2AFC; HIST1H2AK H2AFD; HIST1H2AL H2AFI; HIST1H2AM H2AFN,130
Vif,P0CG47,,,8.63E-05,3.03E-11,0.004314285,TBIP352,5.560604442,5.560604442,UBB_HUMAN,Polyubiquitin-B [Cleaved into: Ubiquitin],UBB,229
Vif,P10412,,,0.000562285,3.03E-11,0.014913694,TBIP192,15.26745201,15.26745201,H14_HUMAN,Histone H1.4 (Histone H1b) (Histone H1s-4),HIST1H1E H1F4,219
Vif,P10809,,,0.001016562,0.639294084,0.003770566,"TBIP138,TBIP164,TBIP245,TBIP272,TBIP352,TBIP371,TBIP376,TBIP74,TBIP85",104.5749437,3.505427623,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",HSPD1 HSP60,573
Vif,P11021,,,0.001553352,0.623718388,0.001407668,"TBIP138,TBIP324,TBIP333,TBIP347,TBIP352,TBIP371,TBIP67,TBIP74,TBIP85",8.27529278,2.559386398,GRP78_HUMAN,78 kDa glucose-regulated protein (GRP-78) (Endoplasmic reticulum lumenal Ca(2+)-binding protein grp78) (Heat shock 70 kDa protein 5) (Immunoglobulin heavy chain-binding protein) (BiP),HSPA5 GRP78,654
Vif,P11142,,,0.024057129,0.990728402,0.006302573,"TBIP112,TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",3.976784482,3.976784482,HSP7C_HUMAN,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),HSPA8 HSC70 HSP73 HSPA10,646
Vif,P11498,,,0.058697433,0.986627578,0.006995637,"TBIP112,TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",8.187614856,8.187614856,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",PC,1178
Vif,P11940,,,0.00101337,0.592539403,0.105969104,"TBIP126,TBIP138,TBIP205,TBIP219,TBIP233,TBIP272,TBIP286,TBIP333",44356.24072,13.71120682,PABP1_HUMAN,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),PABPC1 PAB1 PABP1 PABPC2,636
Vif,P12814,,,0.013124811,0.969085045,0.019320791,"TBIP112,TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP192,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",66.54010102,4.619070179,ACTN1_HUMAN,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),ACTN1,892
Vif,P12956,,,5.85E-05,3.03E-11,0.00066915,TBIP192,12.52391431,12.52391431,XRCC6_HUMAN,X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6),XRCC6 G22P1,609
Vif,P14649,,,0.000282538,3.03E-11,0.058522977,TBIP138,15.92752209,15.92752209,MYL6B_HUMAN,Myosin light chain 6B (Myosin light chain 1 slow-twitch muscle A isoform) (MLC1sa) (Smooth muscle and nonmuscle myosin light chain alkali 6B),MYL6B MLC1SA,208
Vif,P14672,,,9.90E-05,3.03E-11,1,TBIP259,31.38530807,31.38530807,GTR4_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)",SLC2A4 GLUT4,509
Vif,P14866,,,0.000155371,0.208724846,0.157294125,"TBIP272,TBIP286",138.617232,21.17854892,HNRPL_HUMAN,Heterogeneous nuclear ribonucleoprotein L (hnRNP L),HNRNPL HNRPL P/OKcl.14,589
Vif,P14868,,,5.67E-05,3.03E-11,0.010763177,TBIP347,14.96880075,14.96880075,SYDC_HUMAN,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)",DARS PIG40,501
Vif,P16401,,,0.000181028,3.03E-11,0.110568399,TBIP192,18.6140259,18.6140259,H15_HUMAN,Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3),HIST1H1B H1F5,226
Vif,P17066,,,0.007828931,0.976834275,0.009575764,"TBIP112,TBIP126,TBIP138,TBIP152,TBIP164,TBIP178,TBIP205,TBIP219,TBIP233,TBIP245,TBIP259,TBIP272,TBIP286,TBIP300,TBIP314,TBIP324,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371,TBIP376,TBIP67,TBIP74,TBIP85,TBIP99",26.67659024,2.762127943,HSP76_HUMAN,Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B'),HSPA6 HSP70B',643
Vif,P17987,,,0.00092071,0.665194899,0.009930019,"TBIP152,TBIP164,TBIP259,TBIP272,TBIP286,TBIP333,TBIP347,TBIP352,TBIP366,TBIP371",151.859642,2.991918948,TCPA_HUMAN,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha),TCP1 CCT1 CCTA,556
Vif,P19338,,,0.000357558,0.532685995,0.028087238,"TBIP126,TBIP205,TBIP286,TBIP324,TBIP333,TBIP371",3031.799804,9.432874496,NUCL_HUMAN,Nucleolin (Protein C23),NCL,710
Vif,P20231,,,7.05E-05,3.03E-11,0.00102364,TBIP333,2.43237853,2.43237853,TRYB2_HUMAN,Tryptase beta-2 (Tryptase-2) (EC 3.4.21.59) (Tryptase II),TPSB2 TPS2,275
Vif,P21333,,,0.000151666,0.498575613,0.009089361,"TBIP138,TBIP324,TBIP333,TBIP352,TBIP67,TBIP74",47.60523022,3.895368673,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),FLNA FLN FLN1,2647
Vif,P22061,,,0.000669624,0.203240063,0.006328002,"TBIP333,TBIP67",10.76263363,5.216855744,PIMT_HUMAN,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase),PCMT1,227
Vif,P22090,,,0.000309239,0.181873061,0.012768411,"TBIP324,TBIP347",11.21469845,4.801363425,RS4Y1_HUMAN,"40S ribosomal protein S4, Y isoform 1",RPS4Y1 RPS4Y PRO2646,263
Vif,P22234,,,0.000167221,3.03E-11,0.001932732,TBIP205,19.9031614,19.9031614,PUR6_HUMAN,Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)],PAICS ADE2 AIRC PAIS,425
Vif,P22626,,,0.000114918,3.03E-11,0.020427379,TBIP333,16.03666262,16.03666262,ROA2_HUMAN,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),HNRNPA2B1 HNRPA2B1,353
